building_type,zone,year,n_floor,total_floor,area,kchn_area,ceiling,toilet,parking,rough_finish,num_room,price
кирпичный,"
Астана, Алматы р-н
показать на карте
",1993,3,5,35,0,2.7м,0,0,0,1,16500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2007,8,9,98,11 м²,2.7м,1,1,0,3,60000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,42,11.1 м²,3м,0,0,0,1,18000000
кирпичный,"
Астана
показать на карте
",2022,2,9,39,0,2.7м,0,1,0,1,16999999
-,"
Астана, Есильский р-н
показать на карте
",2020,4,12,44,0,3м,0,1,0,1,32000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",1970,2,5,47,6 м²,2.7м,0,0,0,2,20500000
кирпичный,"
Астана
показать на карте
",2022,5,6,38,9.13 м²,3м,0,1,0,1,18500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2020,6,7,82,9.1 м²,2.7м,1,1,0,3,45000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2015,-,-,42,9.6 м²,.75м,0,1,0,1,25000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2019,4,16,35,0,-,0,0,0,1,14500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2006,2,9,76,18 м²,2.8м,0,0,0,2,35000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2009,3,12,96,11.4 м²,2.7м,0,1,0,3,48000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,6,9,36,9 м²,2.7м,0,1,1,1,12900000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,8,9,39,10.3 м²,2.7м,0,1,0,1,22500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,3,10,24,0,-,0,1,0,1,16000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,9,16,49,0,-,0,0,0,2,35400000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2010,2,40,11,0,2.8м,1,0,0,3,46000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,7,12,12,19 м²,3м,0,0,0,3,47500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,3,9,33,9 м²,2.7м,0,0,0,1,18000000
панельный,"
Астана, Алматы р-н
показать на карте
",1988,7,9,51,0,2.7м,0,0,0,2,27500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2012,6,6,78,0,-,0,0,0,3,27400000
панельный,"
Астана, р-н Байконур
показать на карте
",1985,4,5,60,8 м²,2.7м,0,0,0,3,20000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2010,4,12,45,0,2.7м,0,1,0,1,19000000
монолитный,"
Астана
показать на карте
",2023,7,12,43,0,-,0,0,1,1,14900000
