building_type,zone,year,n_floor,total_floor,area,kchn_area,ceiling,toilet,parking,rough_finish,num_room,price
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,8,9,94,0,3м,1,1,0,3,77000000
монолитный,"
Астана
показать на карте
",2021,9,11,43,0,2.7м,0,1,1,1,15500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,8,9,28,0,2.7м,0,0,0,1,13800000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2016,1,9,43,0,2.8м,0,1,0,1,18500000
панельный,"
Астана, Сарыарка р-н
показать на карте
",1975,1,5,46,7 м²,-,0,0,0,2,18000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,-,-,11,0,2.8м,1,1,0,3,56500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,7,10,38,0,3м,0,0,0,2,24500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,8,12,86,11.07 м²,3м,0,1,1,3,37255200
-,"
Астана
показать на карте
",2019,-,-,10,0,-,0,0,0,3,58900000
монолитный,"
Астана, Алматы р-н
показать на карте
",2020,-,-,49,0,2.8м,0,1,0,2,22000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2019,6,9,55,0,2.7м,0,0,1,2,19500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2010,-,-,10,0,-,0,1,0,3,38000000
монолитный,"
Астана
показать на карте
",2016,-,-,14,0,-,0,1,0,4,95000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,12,0,-,0,0,1,4,50955940
кирпичный,"
Астана, Есильский р-н
показать на карте
",2007,7,9,14,18 м²,2.7м,1,1,0,4,42000000
монолитный,"
Астана
показать на карте
",2024,-,-,49,0,-,0,0,0,2,29841000
монолитный,"
Астана, Есильский р-н
показать на карте
",2010,-,-,71,9.3 м²,2.7м,0,1,0,3,34000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2015,4,8,12,0,-,0,0,0,3,87000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,4,17,75,15 м²,3м,0,1,1,2,32400000
панельный,"
Астана, р-н Байконур
показать на карте
",1985,2,5,30,6 м²,2.7м,0,0,0,1,13000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,50,0,3м,0,1,0,2,31500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2018,3,6,13,0,3м,0,0,0,4,115000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",1988,2,5,12,0,-,0,0,0,5,41000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,5,22,45,0,-,0,0,0,2,26000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2003,5,9,17,0,-,0,0,0,4,67000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,-,-,12,0,3.3м,0,1,0,3,81000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,2,8,14,0,3.3м,0,1,0,4,135000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,-,-,15,0,.15м,1,1,0,4,199999999
монолитный,"
Астана, Алматы р-н
показать на карте
",2011,-,-,78,0,3м,0,1,0,2,37000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2021,2,9,40,10 м²,3м,0,1,0,2,24500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2018,4,10,38,0,3м,0,0,0,1,19699000
монолитный,"
Астана, Есильский р-н
показать на карте
",2008,9,14,86,0,2.7м,0,0,0,3,42000000
-,"
Астана, р-н Байконур
показать на карте
",1978,5,5,44,0,-,0,0,0,2,16500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2004,1,12,41,0,2.7м,0,1,0,1,19500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2022,9,12,57,0,2.7м,0,0,0,2,19300000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2000,-,-,91,0,2.8м,1,0,0,3,37000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,6,12,64,13 м²,3м,0,1,0,2,29200000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,8,9,40,10 м²,3м,0,1,0,1,27499000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,8,9,67,17 м²,-,0,1,0,2,28000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,7,9,60,12 м²,2.7м,0,1,1,2,24000000
кирпичный,"
Астана
показать на карте
",2023,7,8,11,29 м²,3м,1,1,1,4,80000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2024,3,9,45,0,2.7м,0,1,1,1,13737200
кирпичный,"
Астана, Есильский р-н
показать на карте
",2019,8,9,58,0,-,0,0,0,2,29400000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2021,4,9,38,9.2 м²,3м,0,0,0,1,22000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2022,5,12,56,13 м²,2.7м,0,0,1,2,20500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2018,8,9,71,0,3м,0,1,0,2,40000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2007,6,8,67,10.6 м²,2.7м,0,0,0,2,32000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,1,9,63,0,2.7м,0,0,0,2,25400000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,4,10,21,0,-,0,1,0,1,9250000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,5,12,43,0,-,0,0,0,1,22999000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,30,0,2.7м,0,1,0,1,11500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,-,-,40,10.4 м²,2.7м,0,1,0,1,19500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,7,9,58,0,-,0,0,0,2,28500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,3,6,13,0,3.3м,0,1,0,4,98500000
-,"
Астана, Сарыарка р-н
показать на карте
",1970,2,5,42,0,-,0,0,0,2,15200000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,4,21,50,0,3м,0,1,0,2,38000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,-,-,11,0,2.8м,1,1,0,3,56500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,2,12,80,0,3м,0,1,0,3,51000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2012,3,22,55,0,3м,0,1,0,2,25500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,2,12,36,0,3м,0,1,0,1,21500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,98,0,3м,0,0,0,3,41000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",2013,2,14,60,0,2.7м,0,1,0,2,25500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2013,-,-,36,10 м²,-,0,0,0,1,15200000
монолитный,"
Астана, Алматы р-н
показать на карте
",2020,3,9,36,0,-,0,1,0,1,17500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,5,7,45,10.8 м²,3м,0,1,0,1,27000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,6,12,42,11 м²,2.7м,0,1,0,1,23500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,5,10,32,0,3м,0,1,1,1,10840500
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2016,2,5,34,7 м²,-,0,1,0,1,13500000
-,"
Астана, Алматы р-н
показать на карте
",2018,-,-,59,0,-,0,0,1,2,23400000
-,"
Астана, Алматы р-н
показать на карте
",2018,-,-,49,0,-,0,0,1,1,19110000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,9,13,50,11 м²,2.7м,0,1,0,1,18000000
монолитный,"
Астана, р-н Байконур
показать на карте
",2009,-,-,10,0,3м,0,1,0,3,46999999
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,7,9,10,0,3м,0,1,0,4,67000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,12,0,3м,0,1,0,4,44189641
-,"
Астана
показать на карте
",2019,-,-,10,0,-,0,0,0,3,58900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,12,0,-,0,0,1,4,50955940
кирпичный,"
Астана, Есильский р-н
показать на карте
",2007,7,9,14,18 м²,2.7м,1,1,0,4,42000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2020,-,-,49,0,2.8м,0,1,0,2,22000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2019,6,9,55,0,2.7м,0,0,1,2,19500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2009,4,13,55,12 м²,-,0,0,0,1,27800000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,3,8,40,0,-,0,1,0,1,18999990
-,"
Астана, Есильский р-н
показать на карте
",2016,-,-,76,0,-,0,0,0,3,32000000
-,"
Астана
показать на карте
",2017,-,-,90,0,-,0,0,0,3,50000000
-,"
Астана, Есильский р-н
показать на карте
",2014,-,-,96,0,-,0,0,0,3,50500000
-,"
Астана
показать на карте
",2023,-,-,95,0,-,0,0,0,3,41000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,43,0,-,0,0,0,1,22000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,8,9,94,0,3м,1,1,0,3,77000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,30,0,2.7м,0,1,0,1,11500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2021,4,9,38,9.2 м²,3м,0,0,0,1,22000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,-,-,40,10.4 м²,2.7м,0,1,0,1,19500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2022,5,12,56,13 м²,2.7м,0,0,1,2,20500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2007,6,8,67,10.6 м²,2.7м,0,0,0,2,32000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,3,7,55,9 м²,2.7м,0,1,0,2,22000000
-,"
Астана, Есильский р-н
показать на карте
",2016,4,8,73,14.2 м²,3м,0,1,0,2,49000000
монолитный,"
Астана
показать на карте
",2007,5,13,41,0,-,0,0,0,1,16500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2014,-,-,94,12 м²,3м,0,0,0,3,42000000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2022,8,9,55,0,-,0,0,0,2,23500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,7,9,37,0,2.7м,0,0,0,1,21700000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,8,8,99,0,3м,0,1,1,3,45700000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,2,9,11,13 м²,3м,0,1,0,4,83000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2018,8,12,45,0,3м,0,1,0,1,18700000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,5,15,13,0,-,0,1,0,4,90000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,15,19.34 м²,3м,0,1,0,4,142000000
-,"
Астана, Сарыарка р-н
показать на карте
",1970,2,5,42,0,-,0,0,0,2,15200000
монолитный,"
Астана, р-н Байконур
показать на карте
",2009,2,10,38,9.1 м²,2.7м,0,1,0,1,18500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2024,3,9,45,0,2.7м,0,1,1,1,13737200
монолитный,"
Астана, Алматы р-н
показать на карте
",2016,-,-,52,0,2.7м,0,1,0,2,19900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2015,8,8,15,0,3.3м,0,1,0,4,175000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,-,-,63,0,3м,0,1,0,2,32600000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,7,8,58,10 м²,-,0,0,0,2,30000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,3,6,13,0,3.3м,0,1,0,4,98500000
-,"
Астана
показать на карте
",2017,6,9,37,0,2.7м,0,0,0,1,19500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2015,9,14,36,9.5 м²,2.6м,0,0,0,1,18000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2015,7,7,33,0,3м,0,1,0,5,400000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,3,10,81,0,-,0,0,0,3,48800000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,3,10,21,0,-,0,0,0,1,6400000
монолитный,"
Астана, Алматы р-н
показать на карте
",2018,4,7,12,0,3м,1,0,0,4,91000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,8,14,69,0,3м,1,1,1,2,36900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,3,17,88,0,2.7м,1,1,0,3,65000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2008,9,14,86,0,2.7м,0,0,0,3,42000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,34,0,.81м,0,1,1,1,16500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,8,10,38,0,3м,0,0,1,1,16200000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,5,9,49,0,3м,0,1,0,2,32500000
-,"
Астана, р-н Байконур
показать на карте
",1978,5,5,44,0,-,0,0,0,2,16500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,50,0,3м,0,1,0,2,31500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2019,9,14,60,0,2.7м,0,1,0,2,26500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2012,-,-,12,0,-,0,0,0,4,39500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2014,-,-,77,0,3м,0,1,0,3,31000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2006,2,19,84,16.4 м²,3м,0,1,0,2,33000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,-,-,85,0,-,0,0,0,2,71000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,5,14,82,0,.15м,0,1,0,2,92000000
кирпичный,"
Астана
показать на карте
",1986,4,5,62,0,2.7м,0,0,0,3,26000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,8,18,13,18 м²,3м,1,1,0,4,110000000
-,"
Астана, Есильский р-н
показать на карте
",2023,2,2,10,16 м²,3м,1,1,1,4,35700000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,7,7,15,0,3.5м,1,1,0,4,155000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,7,16,10,0,3м,0,1,0,3,76000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2018,4,5,47,0,3м,0,1,0,2,25000000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2004,-,-,90,0,2.7м,1,0,0,3,30000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2011,-,-,73,0,2.7м,0,0,0,2,29000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",1971,3,5,55,5.8 м²,2.5м,0,0,0,2,17500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2018,2,8,54,0,2.7м,0,1,0,2,25750000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2017,4,7,46,11 м²,3м,0,1,0,1,21000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,-,-,66,0,-,0,0,0,2,44000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",2005,2,10,53,0,3м,0,1,0,1,19500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2010,6,6,35,0,2.7м,0,0,0,1,13400000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,-,-,61,10.3 м²,3м,0,1,1,2,28000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2019,3,8,38,10 м²,-,0,1,0,1,25200000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,7,9,37,0,-,0,0,0,1,10759000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,68,0,-,0,0,0,2,32000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,2,9,40,10 м²,3м,0,1,0,1,21200000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,5,16,41,11 м²,-,0,1,0,1,17000000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2022,-,-,11,0,3м,1,1,0,4,58000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,9,18,75,14.7 м²,3м,1,1,0,2,54500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2008,-,-,11,0,2.9м,0,1,0,3,45000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,8,10,64,0,2.7м,0,1,0,3,39700000
монолитный,"
Астана
показать на карте
",2018,8,9,35,0,-,0,0,0,1,19500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,5,10,78,11 м²,-,0,1,0,3,38000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2021,8,8,72,0,-,0,0,0,2,40000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2011,-,-,57,10 м²,3м,0,1,0,2,22500000
кирпичный,"
Астана, р-н Байконур
показать на карте
",2012,-,-,11,16 м²,2м,0,1,0,3,42000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,4,9,53,0,-,0,1,0,2,33900000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,7,9,39,11 м²,2.7м,0,0,0,1,17000000
монолитный,"
Астана
показать на карте
",2023,8,9,13,15 м²,3м,0,1,0,4,82700000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2019,-,-,36,0,3м,0,1,0,1,19000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,4,8,40,0,2.7м,0,1,0,1,18990000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2014,4,9,40,0,-,0,0,0,1,16900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,43,12.6 м²,3м,0,1,0,1,18800000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2019,5,9,40,10 м²,-,0,0,0,1,13105200
монолитный,"
Астана, Алматы р-н
показать на карте
",2017,9,12,11,0,2.8м,0,1,0,4,50888888
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2022,-,-,89,0,3м,0,0,0,3,36500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2019,8,9,13,15.7 м²,3м,1,1,1,4,65000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,4,9,40,10 м²,3м,0,1,0,1,18500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2007,3,12,90,17 м²,2.7м,1,1,0,3,42000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,6,16,51,9.7 м²,-,0,0,0,2,26599000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,3,9,50,0,2.8м,0,0,0,2,29500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2022,4,12,50,8.6 м²,3м,0,0,1,2,25200000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,7,12,43,0,3м,0,1,0,1,28000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,5,8,14,18 м²,3м,0,1,0,4,128000000
панельный,"
Астана, Сарыарка р-н
показать на карте
",1989,4,4,47,8 м²,2.5м,0,0,0,2,17500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2017,7,9,62,10 м²,-,0,0,0,2,32000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,6,10,97,13.3 м²,2.8м,0,1,0,3,52000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,6,7,55,0,-,0,0,0,2,17000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2010,-,-,27,0,-,0,0,0,1,16000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2017,7,8,46,17 м²,3м,0,1,0,1,21500000
монолитный,"
Астана
показать на карте
",2022,5,9,41,10.34 м²,3м,0,1,1,1,24000000
панельный,"
Астана, Сарыарка р-н
показать на карте
",1991,2,6,60,0,2.5м,0,0,0,3,24500000
монолитный,"
Астана
показать на карте
",2023,4,9,50,0,3.2м,0,1,0,2,20400000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2007,7,9,37,0,2.7м,0,0,0,1,20500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,3,16,33,9 м²,3м,0,1,0,1,16500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2017,5,5,67,0,2.7м,0,0,0,2,32800000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,1,9,30,0,-,0,0,0,1,10900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,2,3,28,0,2.7м,0,1,1,1,8999999
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,5,5,49,0,-,0,0,0,2,20500000
монолитный,"
Астана
показать на карте
",2022,8,9,59,11 м²,2.7м,0,1,1,2,25000000
монолитный,"
Астана, Алматы р-н
показать на карте
",1993,2,12,64,6 м²,-,0,0,0,3,25000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2011,2,11,49,0,-,0,0,0,2,24000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,4,9,37,10 м²,2.7м,0,1,0,1,14100000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,4,9,39,0,3м,0,0,0,1,18500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,3,12,85,13 м²,3м,0,1,0,3,32600000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,56,12 м²,2.8м,0,1,0,2,27000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,6,9,82,0,2.7м,0,0,0,3,55000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,7,24,52,18 м²,3м,0,1,0,2,34500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,6,10,50,0,3м,0,0,0,2,28000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,8,9,37,11 м²,2.9м,0,0,0,1,10200000
монолитный,"
Астана, р-н Байконур
показать на карте
",2017,3,9,50,9 м²,2.7м,0,0,0,2,25000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2018,-,-,50,0,3м,0,1,0,2,41000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,37,0,3м,0,1,0,1,17000000
кирпичный,"
Астана
показать на карте
",2022,-,-,39,11 м²,3м,0,1,1,1,15900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,3,12,42,10 м²,3м,0,1,1,1,21500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,7,9,30,9 м²,-,0,0,0,1,10200000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,1,9,30,0,-,0,0,0,1,10900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,2,3,28,0,2.7м,0,1,1,1,8999999
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,5,5,49,0,-,0,0,0,2,20500000
монолитный,"
Астана
показать на карте
",2022,8,9,59,11 м²,2.7м,0,1,1,2,25000000
монолитный,"
Астана, Алматы р-н
показать на карте
",1993,2,12,64,6 м²,-,0,0,0,3,25000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2011,2,11,49,0,-,0,0,0,2,24000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,4,9,37,10 м²,2.7м,0,1,0,1,14100000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,4,9,39,0,3м,0,0,0,1,18500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,3,12,85,13 м²,3м,0,1,0,3,32600000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,56,12 м²,2.8м,0,1,0,2,27000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,6,9,82,0,2.7м,0,0,0,3,55000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,7,24,52,18 м²,3м,0,1,0,2,34500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,6,10,50,0,3м,0,0,0,2,28000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,8,9,37,11 м²,2.9м,0,0,0,1,10200000
монолитный,"
Астана, р-н Байконур
показать на карте
",2017,3,9,50,9 м²,2.7м,0,0,0,2,25000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2018,-,-,50,0,3м,0,1,0,2,41000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,37,0,3м,0,1,0,1,17000000
кирпичный,"
Астана
показать на карте
",2022,-,-,39,11 м²,3м,0,1,1,1,15900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,3,12,42,10 м²,3м,0,1,1,1,21500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,7,9,30,9 м²,-,0,0,0,1,10200000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,1,9,30,0,-,0,0,0,1,10900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,2,3,28,0,2.7м,0,1,1,1,8999999
кирпичный,"
Астана, Есильский р-н
показать на карте
",2016,5,5,49,0,-,0,0,0,2,20500000
монолитный,"
Астана
показать на карте
",2022,8,9,59,11 м²,2.7м,0,1,1,2,25000000
монолитный,"
Астана, Алматы р-н
показать на карте
",1993,2,12,64,6 м²,-,0,0,0,3,25000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2011,2,11,49,0,-,0,0,0,2,24000000
