building_type,zone,year,n_floor,total_floor,area,kchn_area,ceiling,toilet,parking,rough_finish,num_room,price
кирпичный,"
Астана, Алматы р-н
показать на карте
",2007,9,9,90,0,-,0,1,0,3,32000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2014,2,9,75,0,-,0,0,0,2,35500000
панельный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,38,14.5 м²,2м,0,1,0,1,22500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2023,-,-,77,0,3м,0,1,0,3,35500000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2013,3,10,33,0,-,0,0,0,1,13500000
кирпичный,"
Астана
показать на карте
",2014,-,-,50,0,-,0,0,0,1,17500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,5,15,40,10.82 м²,3м,0,1,0,1,15700000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2012,-,-,38,11 м²,-,0,0,0,1,16000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2020,3,9,48,10 м²,3м,0,1,0,2,36000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,4,10,88,17 м²,3м,1,1,1,3,40000000
панельный,"
Астана, Сарыарка р-н
показать на карте
",1986,4,5,59,0,-,0,0,0,3,24000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2006,2,9,33,0,2.7м,0,0,0,1,15900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,8,14,26,0,3.2м,0,1,0,5,200000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2015,6,12,92,15.8 м²,2.7м,0,0,0,3,43500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,3,7,38,10 м²,3м,0,1,0,1,18500000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2008,4,13,10,0,3м,0,1,0,3,41000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,86,0,-,1,1,0,3,38500000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2003,3,9,46,12 м²,-,0,0,0,1,18500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,3,5,59,0,2.7м,0,0,0,2,28000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",1971,3,5,31,0,-,0,0,0,1,10900000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2018,6,7,34,0,-,0,0,0,1,18500000
-,"
Астана, Сарыарка р-н
показать на карте
",1980,5,5,45,6.2 м²,-,0,0,0,2,18000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2022,-,-,43,0,-,0,0,0,1,20000000
-,"
Астана, Алматы р-н
показать на карте
",2023,5,16,53,9 м²,-,0,0,1,2,24700000
панельный,"
Астана, р-н Байконур
показать на карте
",1991,1,5,60,0,-,0,0,0,3,29500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2022,7,14,64,13 м²,2.9м,0,1,1,2,21000000
-,"
Астана, Есильский р-н
показать на карте
",2017,6,9,10,18 м²,3м,0,1,0,3,77000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,-,-,13,0,3.2м,1,1,1,3,82000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",2011,2,14,75,0,2.7м,0,1,0,2,29000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2015,4,6,11,0,3м,0,1,0,3,65000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2015,6,9,12,0,3.3м,1,1,0,3,90000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,8,9,40,0,3м,0,1,0,2,24900000
монолитный,"
Астана, Есильский р-н
показать на карте
",2015,4,6,26,0,3м,1,1,0,5,235000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,6,22,60,10.3 м²,2.7м,0,1,0,2,41000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2014,8,12,43,0,2.7м,0,1,0,1,21500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,-,-,35,0,2.8м,0,1,0,1,20900000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2022,-,-,39,0,3м,0,1,1,1,19500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2023,-,-,52,0,-,0,1,1,2,15200000
-,"
Астана, Есильский р-н
показать на карте
",2017,3,9,95,0,2.7м,1,0,0,3,45000000
кирпичный,"
Астана
показать на карте
",2012,3,6,18,0,3м,0,1,0,4,150000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2021,-,-,85,12 м²,3м,1,1,0,3,55000000
монолитный,"
Астана, Есильский р-н
показать на карте
",2022,4,4,65,0,2.8м,0,1,0,2,21000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,3,9,58,5 м²,2.7м,0,1,0,3,30000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,4,9,37,0,2.7м,0,1,0,1,19500000
-,"
Астана, Есильский р-н
показать на карте
",2019,4,12,12,0,-,0,0,0,4,65900000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2008,5,10,46,0,-,0,1,0,1,23500000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2023,1,3,32,9.6 м²,2.7м,0,0,1,1,11000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2021,7,9,90,12 м²,2.7м,0,1,0,3,40500000
монолитный,"
Астана, Есильский р-н
показать на карте
",2016,9,12,58,10.8 м²,2.7м,0,1,0,2,26000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2020,4,10,80,24 м²,3м,1,0,0,3,44990000
монолитный,"
Астана, Алматы р-н
показать на карте
",2008,4,4,22,0,3м,0,0,0,1,8000000
кирпичный,"
Астана, Сарыарка р-н
показать на карте
",2007,4,10,75,10 м²,-,0,0,0,3,25000000
кирпичный,"
Астана, р-н Байконур
показать на карте
",2009,5,9,64,9 м²,-,0,0,0,2,29500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2023,-,-,12,15.9 м²,3м,1,1,1,4,56000000
кирпичный,"
Астана, Есильский р-н
показать на карте
",2021,4,10,49,0,3м,0,1,0,2,35500000
панельный,"
Астана, Сарыарка р-н
показать на карте
",1979,2,5,36,0,-,0,0,0,2,16600000
монолитный,"
Астана, Есильский р-н
показать на карте
",2017,7,8,92,0,-,0,1,0,3,62000000
монолитный,"
Астана, Алматы р-н
показать на карте
",2019,4,9,10,15 м²,3м,0,0,0,3,72000000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2012,-,-,46,0,2.7м,0,0,0,2,17500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2016,-,-,23,0,-,0,1,0,1,10700000
монолитный,"
Астана, Есильский р-н
показать на карте
",2018,-,-,53,0,-,0,0,0,2,26000000
-,"
Астана, Есильский р-н
показать на карте
",2016,9,9,40,14 м²,2.7м,0,0,0,1,17500000
монолитный,"
Астана, Алматы р-н
показать на карте
",2018,-,-,75,0,-,0,0,0,3,31000000
панельный,"
Астана, Алматы р-н
показать на карте
",1989,5,6,10,0,-,0,0,0,5,38800000
монолитный,"
Астана, Есильский р-н
показать на карте
",2019,7,21,10,15.2 м²,2.9м,0,1,0,3,53900000
кирпичный,"
Астана, Алматы р-н
показать на карте
",2011,-,-,41,0,2.7м,0,0,0,1,16600000
монолитный,"
Астана, Сарыарка р-н
показать на карте
",2023,5,24,39,0,2.8м,0,0,0,1,16548000
-,"
Астана, Есильский р-н
показать на карте
",2022,7,9,38,10.42 м²,2.7м,0,0,0,1,18200000
